Label	Parent	Alternative Term	IEDB Term	Domain	In Taxon
RNA-directed RNA polymerase L (Human metapneumovirus)	protein	Large structural protein|Protein L|Replicase|Transcriptase	RNA-directed RNA polymerase L	protein	Human metapneumovirus
RNA-directed RNA polymerase L (Human orthopneumovirus)	protein	Large structural protein|Protein L|Replicase|Transcriptase	RNA-directed RNA polymerase L	protein	Human orthopneumovirus
RNA-directed RNA polymerase L (Lymphocytic choriomeningitis mammarenavirus)	protein	Large structural protein|Protein L|Replicase|Transcriptase	RNA-directed RNA polymerase L	protein	Lymphocytic choriomeningitis mammarenavirus
Ro ribonucleoprotein (Homo sapiens)	protein		Ro ribonucleoprotein	protein	Homo sapiens
RT1 class I histocompatibility antigen, AA alpha chain (Rattus norvegicus)	protein		RT1 class I histocompatibility antigen, AA alpha chain	protein	Rattus norvegicus
RTX-I toxin determinant A (Actinobacillus pleuropneumoniae)	protein		RTX-I toxin determinant A	protein	Actinobacillus pleuropneumoniae
S antigen (Homo sapiens)	protein		S antigen	protein	Homo sapiens
S plasma protein (Homo sapiens)	protein	protein S	S plasma protein	protein	Homo sapiens
S-antigen protein (Plasmodium falciparum)	protein		S-antigen protein	protein	Plasmodium falciparum
S-arrestin (Bos taurus)	protein	48 kDa protein|Retinal S-antigen|Rod photoreceptor arrestin|S-AG	S-arrestin	protein	Bos taurus
S-arrestin (Homo sapiens)	protein	48 kDa protein|Retinal S-antigen|Rod photoreceptor arrestin|S-AG	S-arrestin	protein	Homo sapiens
S100 calcium binding protein B (Homo sapiens)	protein		S100 calcium binding protein B	protein	Homo sapiens
salivary proline-rich protein 2 (Homo sapiens)	protein		salivary proline-rich protein 2	protein	Homo sapiens
salmon-type gonadotropin-releasing hormone (GnRH) (Salmo salar)	protein	GnRH	salmon-type gonadotropin-releasing hormone (GnRH)	protein	Salmo salar
sarcoplasmic/endoplasmic reticulum calcium ATPase 3 isoform a (Homo sapiens)	protein		sarcoplasmic/endoplasmic reticulum calcium ATPase 3 isoform a	protein	Homo sapiens
schlafen family member 5 (Homo sapiens)	protein	SLFN5	schlafen family member 5	protein	Homo sapiens
Sec c 1 (Secale cereale)	protein		Sec c 1	protein	Secale cereale
sec24D protein (Homo sapiens)	protein		sec24D protein	protein	Homo sapiens
Secretion protein (Francisella tularensis)	protein		Secretion protein	protein	Francisella tularensis
Selenophosphate-dependent tRNA 2-selenouridine synthase (Salmonella enterica)	protein	tRNA 2-selenouridine synthase	Selenophosphate-dependent tRNA 2-selenouridine synthase	protein	Salmonella enterica
selenoprotein N (Homo sapiens)	protein		selenoprotein N	protein	Homo sapiens
semaphorin-4D (Homo sapiens)	protein		semaphorin-4D	protein	Homo sapiens
Semaphorin-like protein A39 (Vaccinia virus)	protein		Semaphorin-like protein A39	protein	Vaccinia virus
Septin-6 (Homo sapiens)	protein		Septin-6	protein	Homo sapiens
serine protease (Dermatophagoides pteronyssinus)	protein		serine protease	protein	Dermatophagoides pteronyssinus
Serine proteinase inhibitor 1 (Vaccinia virus)	protein	Serp-1|Serpin-1	Serine proteinase inhibitor 1	protein	Vaccinia virus
serine repeat antigen 5 (Plasmodium falciparum)	protein	SERA-5	serine repeat antigen 5	protein	Plasmodium falciparum
Serine-repeat antigen protein (Plasmodium falciparum)	protein	111 kDa antigen|p126	Serine-repeat antigen protein	protein	Plasmodium falciparum
Serine-rich antigen (Mycobacterium leprae)	protein		Serine-rich antigen	protein	Mycobacterium leprae
serine/threonine protein kinase (Salmonella enterica)	protein		serine/threonine protein kinase	protein	Salmonella enterica
Serine/threonine-protein kinase 1 (Vaccinia virus)	protein	Vaccinia protein kinase 1	Serine/threonine-protein kinase 1	protein	Vaccinia virus
Serine/threonine-protein kinase 38-like (Homo sapiens)	protein	NDR2 protein kinase|Nuclear Dbf2-related kinase 2	Serine/threonine-protein kinase 38-like	protein	Homo sapiens
Serine/threonine-protein kinase STK11 (Homo sapiens)	protein		Serine/threonine-protein kinase STK11	protein	Homo sapiens
Serotransferrin (Bos taurus)	protein	Beta-1 metal-binding globulin|Siderophilin|Transferrin	Serotransferrin	protein	Bos taurus
serotransferrin (Mus musculus)	protein		serotransferrin	protein	Mus musculus
Serum albumin (Bos taurus)	protein	BSA	Serum albumin	protein	Bos taurus
SET binding factor 1 (Homo sapiens)	protein	SBF1	SET binding factor 1	protein	Homo sapiens
seven transmembrane helix receptor (Homo sapiens)	protein		seven transmembrane helix receptor	protein	Homo sapiens
Sex-determining region Y protein (Canis lupus familiaris)	protein	Testis-determining factor	Sex-determining region Y protein	protein	Canis lupus familiaris
SH3 and multiple ankyrin repeat domains protein 3 (Homo sapiens)	protein	ProSAP2|Proline-rich synapse-associated protein 2|Shank3	SH3 and multiple ankyrin repeat domains protein 3	protein	Homo sapiens
short-chain dehydrogenase (Mycobacterium tuberculosis variant bovis)	protein		short-chain dehydrogenase	protein	Mycobacterium tuberculosis variant bovis
Similar to Acidic ribosomal phosphoprotein P0 (Homo sapiens)	protein	IPI00062124	Similar to Acidic ribosomal phosphoprotein P0	protein	Homo sapiens
similar to armadillo repeat containing 4 (Homo sapiens)	protein	IPI00937321,IPI00937909	similar to armadillo repeat containing 4	protein	Homo sapiens
Similar to PR domain containing 4 (Homo sapiens)	protein	IPI00745775	Similar to PR domain containing 4	protein	Homo sapiens
Similar to Tyrosine-protein phosphatase non-receptor type 1 (Homo sapiens)	protein	IPI00747917	Similar to Tyrosine-protein phosphatase non-receptor type 1	protein	Homo sapiens
single-pass membrane and coiled-coil domain-containing protein (Mus musculus)	protein		single-pass membrane and coiled-coil domain-containing protein	protein	Mus musculus
single-stranded DNA-binding protein (Human alphaherpesvirus 1)	protein		single-stranded DNA-binding protein	protein	Human alphaherpesvirus 1
single-stranded DNA-binding protein (Human alphaherpesvirus 2)	protein		single-stranded DNA-binding protein	protein	Human alphaherpesvirus 2
Sjogren syndrome antigen B (Mus musculus)	protein	Lupus La protein homolog	Sjogren syndrome antigen B	protein	Mus musculus
Skeletal muscle myosin heavy chain 1 (Homo sapiens)	protein		Skeletal muscle myosin heavy chain 1	protein	Homo sapiens
skeletal myosin (Rattus norvegicus)	protein	myosin	skeletal myosin	protein	Rattus norvegicus
Small heat shock protein (Babesia bovis)	protein		Small heat shock protein	protein	Babesia bovis
Small hydrophobic protein (Human metapneumovirus)	protein		Small hydrophobic protein	protein	Human metapneumovirus
Small nuclear ribonucleoprotein G (Homo sapiens)	protein	Sm protein G|Sm-G|SmG|snRNP-G	Small nuclear ribonucleoprotein G	protein	Homo sapiens
small nuclear ribonucleoprotein polypeptides B and B1 (Homo sapiens)	protein		small nuclear ribonucleoprotein polypeptides B and B1	protein	Homo sapiens
Small nuclear ribonucleoprotein Sm D1 (Homo sapiens)	protein	Sm-D autoantigen|Sm-D1|snRNP core protein D1	Small nuclear ribonucleoprotein Sm D1	protein	Homo sapiens
Small nuclear ribonucleoprotein Sm D1 (Mus musculus)	protein	Sm-D autoantigen|Sm-D1|snRNP core protein D1	Small nuclear ribonucleoprotein Sm D1	protein	Mus musculus
SmD cross-reacting protein (Mus musculus)	protein		SmD cross-reacting protein	protein	Mus musculus
sodium channel, nonvoltage-gated 1 (Homo sapiens)	protein		sodium channel, nonvoltage-gated 1	protein	Homo sapiens
Soluble egg antigen (Schistosoma japonicum)	protein	SEA	Soluble egg antigen	protein	Schistosoma japonicum
Soluble interferon gamma receptor B8 (Vaccinia virus)	protein	B8	Soluble interferon gamma receptor B8	protein	Vaccinia virus
solute carrier family 2, facilitated glucose transporter member 7 (Mus musculus)	protein		solute carrier family 2, facilitated glucose transporter member 7	protein	Mus musculus
somatic antigen (Gnathostoma binucleatum)	protein	AgS	somatic antigen	protein	Gnathostoma binucleatum
Sp110 nuclear body protein (Homo sapiens)	protein		Sp110 nuclear body protein	protein	Homo sapiens
spatacsin (Canis lupus familiaris)	protein		spatacsin	protein	Canis lupus familiaris
sperad (Cavia porcellus)	protein	sperm protein G11	sperad	protein	Cavia porcellus
sperm autoantigen (Homo sapiens)	protein		sperm autoantigen	protein	Homo sapiens
sperm autoantigen (Mus musculus)	protein		sperm autoantigen	protein	Mus musculus
sperm autoantigen (Oryctolagus cuniculus)	protein	RSA	sperm autoantigen	protein	Oryctolagus cuniculus
spike glycoprotein (Infectious bronchitis virus)	protein	S1 protein	spike glycoprotein	protein	Infectious bronchitis virus
Spike glycoprotein (Murine hepatitis virus)	protein	E2|Peplomer protein|S glycoprotein	Spike glycoprotein	protein	Murine hepatitis virus
Spike glycoprotein (Porcine epidemic diarrhea virus)	protein	E2|Peplomer protein|S glycoprotein	Spike glycoprotein	protein	Porcine epidemic diarrhea virus
Spike glycoprotein (Severe acute respiratory syndrome-related coronavirus)	protein	E2|Peplomer protein|S glycoprotein	Spike glycoprotein	protein	Severe acute respiratory syndrome-related coronavirus
splicing factor 1 isoform 6 (Homo sapiens)	protein		splicing factor 1 isoform 6	protein	Homo sapiens
splicing factor 3B (Homo sapiens)	protein		splicing factor 3B	protein	Homo sapiens
Splicing regulatory glutamine/lysine-rich protein 1 (Homo sapiens)	protein		Splicing regulatory glutamine/lysine-rich protein 1	protein	Homo sapiens
sporozoite and liver stage asparagine-rich protein (Plasmodium berghei)	protein		sporozoite and liver stage asparagine-rich protein	protein	Plasmodium berghei
sporozoite surface antigen (Theileria annulata)	protein		sporozoite surface antigen	protein	Theileria annulata
Sporozoite surface protein 2 (Plasmodium falciparum)	protein		Sporozoite surface protein 2	protein	Plasmodium falciparum
Stage V sporulation protein R (Bacillus anthracis)	protein		Stage V sporulation protein R	protein	Bacillus anthracis
stage-specific S antigen (Leishmania donovani)	protein		stage-specific S antigen	protein	Leishmania donovani
stage-specific surface protein GP82 (Trypanosoma cruzi)	protein	GP82|glycoprotein	stage-specific surface protein GP82	protein	Trypanosoma cruzi
Starp antigen (Plasmodium falciparum)	protein		Starp antigen	protein	Plasmodium falciparum
steroid 21-hydroxylase (Homo sapiens)	protein	21-OHase,cytochrome P450 family 21|CYP21	steroid 21-hydroxylase	protein	Homo sapiens
Stromelysin-1 (Homo sapiens)	protein	MMP-3|Matrix metalloproteinase-3|SL-1|Transin-1	Stromelysin-1	protein	Homo sapiens
structural maintenance of chromosomes 1A (Mus musculus)	protein	Smc1a	structural maintenance of chromosomes 1A	protein	Mus musculus
Structural polyprotein (Chikungunya virus)	protein	p130	Structural polyprotein	protein	Chikungunya virus
Structural polyprotein (Infectious bursal disease virus)	protein	PP	Structural polyprotein	protein	Infectious bursal disease virus
Structural polyprotein (Rubella virus)	protein	p110	Structural polyprotein	protein	Rubella virus
Structural polyprotein (Semliki Forest virus)	protein	p130	Structural polyprotein	protein	Semliki Forest virus
Structural polyprotein (Sindbis virus)	protein	p130	Structural polyprotein	protein	Sindbis virus
Structural polyprotein (Venezuelan equine encephalitis virus)	protein	E2|p130	Structural polyprotein	protein	Venezuelan equine encephalitis virus
structural protein (Dermatophagoides)	protein		structural protein	protein	Dermatophagoides
Structural protein (Murid betaherpesvirus 1)	protein	MuHV1_gpM104	Structural protein	protein	Murid betaherpesvirus 1
Stt3b protein (Mus musculus)	protein		Stt3b protein	protein	Mus musculus
Sugi basic protein (Cryptomeria japonica)	protein	Allergen Cry j I|Major allergen Cry j 1|SBP	Sugi basic protein	protein	Cryptomeria japonica
Sulfur-rich protein, serovar D (Chlamydia trachomatis)	protein	15 kDa cysteine-rich outer membrane protein|Cysteine-rich protein A	Sulfur-rich protein, serovar D	protein	Chlamydia trachomatis
suppressor of cytokine signaling 2 (Homo sapiens)	protein		suppressor of cytokine signaling 2	protein	Homo sapiens
surface antigen 2 (Trypanosoma cruzi)	protein	CA-2	surface antigen 2	protein	Trypanosoma cruzi
Surface antigen P22, putative (Toxoplasma gondii)	protein		Surface antigen P22, putative	protein	Toxoplasma gondii
surface antigen protein (Leishmania infantum)	protein		surface antigen protein	protein	Leishmania infantum
surface glycoprotein gp46; env (Human T-cell leukemia virus type I)	protein		surface glycoprotein gp46; env	protein	Human T-cell leukemia virus type I
surface protein 9B (Schistosoma mansoni)	protein		surface protein 9B	protein	Schistosoma mansoni
Surface protein pspA (Streptococcus pneumoniae)	protein		Surface protein pspA	protein	Streptococcus pneumoniae
synaptogyrin 1a (Homo sapiens)	protein		synaptogyrin 1a	protein	Homo sapiens
synaptojanin-2 (Homo sapiens)	protein	synaptojanin 2	synaptojanin-2	protein	Homo sapiens
synaptotagmin IX (Homo sapiens)	protein		synaptotagmin IX	protein	Homo sapiens
synuclein (Homo sapiens)	protein		synuclein	protein	Homo sapiens
SYT interacting protein SIP (Rattus norvegicus)	protein		SYT interacting protein SIP	protein	Rattus norvegicus
T cell receptor alpha chain (Mus musculus)	protein		T cell receptor alpha chain	protein	Mus musculus
T cell receptor beta chain (Mus musculus)	protein		T cell receptor beta chain	protein	Mus musculus
T-cell receptor alpha chain (Homo sapiens)	protein	TCR	T-cell receptor alpha chain	protein	Homo sapiens
T-cell receptor beta chain (Rattus norvegicus)	protein		T-cell receptor beta chain	protein	Rattus norvegicus
T-cell receptor beta chain; TCR (Homo sapiens)	protein	TCR	T-cell receptor beta chain; TCR	protein	Homo sapiens
Talin 1 (Homo sapiens)	protein	Talin-1	Talin 1	protein	Homo sapiens
TCR alpha-chain (Rattus norvegicus)	protein	T-cell receptor alpha chain	TCR alpha-chain	protein	Rattus norvegicus
TDP43 (Homo sapiens)	protein		TDP43	protein	Homo sapiens
tegument protein (Human alphaherpesvirus 2)	protein		tegument protein	protein	Human alphaherpesvirus 2
Tegument protein UL11 homolog (Human betaherpesvirus 5)	protein	28 kDa structural phosphoprotein|pp28	Tegument protein UL11 homolog	protein	Human betaherpesvirus 5
tektin-3 (Homo sapiens)	protein		tektin-3	protein	Homo sapiens
Telomere-binding protein I6 (Vaccinia virus)	protein		Telomere-binding protein I6	protein	Vaccinia virus
Tetanus toxin (Clostridium tetani)	protein	Tentoxylysin	Tetanus toxin	protein	Clostridium tetani
tetratricopeptide repeat family protein (Coxiella burnetii)	protein		tetratricopeptide repeat family protein	protein	Coxiella burnetii
Tetratricopeptide repeat thioredoxin-like 2 (Arabidopsis thaliana)	protein		Tetratricopeptide repeat thioredoxin-like 2	protein	Arabidopsis thaliana
Tg2001 (Toxoplasma gondii)	protein		Tg2001	protein	Toxoplasma gondii
THEM6 (Homo sapiens)	protein		THEM6	protein	Homo sapiens
thiol:disulfide interchange protein (Mycobacterium tuberculosis)	protein		thiol:disulfide interchange protein	protein	Mycobacterium tuberculosis
thioredoxin TrxA (Escherichia coli)	protein		thioredoxin TrxA	protein	Escherichia coli
thrombin (Homo sapiens)	protein	coagulation factor II|prothrombin	thrombin	protein	Homo sapiens
Thrombin-like enzyme elegaxobin-1 (Protobothrops elegans)	protein	Elegaxobin I	Thrombin-like enzyme elegaxobin-1	protein	Protobothrops elegans
thrombopoietin receptor (Homo sapiens)	protein		thrombopoietin receptor	protein	Homo sapiens
Thymidylate kinase (Vaccinia virus)	protein	dTMP kinase	Thymidylate kinase	protein	Vaccinia virus
thymosin beta-4, Y-chromosomal (Homo sapiens)	protein		thymosin beta-4, Y-chromosomal	protein	Homo sapiens
Thyroglobulin (Mus musculus)	protein		Thyroglobulin	protein	Mus musculus
Thyroglobulin precursor (Homo sapiens)	protein	TG	Thyroglobulin precursor	protein	Homo sapiens
thyroid peroxidase (Homo sapiens)	protein		thyroid peroxidase	protein	Homo sapiens
thyroid stimulating hormone receptor (Homo sapiens)	protein	TSHR	thyroid stimulating hormone receptor	protein	Homo sapiens
thyroid stimulating hormone, beta (Homo sapiens)	protein	TSH	thyroid stimulating hormone, beta	protein	Homo sapiens
Thyrotropin receptor (Homo sapiens)	protein		Thyrotropin receptor	protein	Homo sapiens
thyrotropin subunit beta precursor (Bos taurus)	protein		thyrotropin subunit beta precursor	protein	Bos taurus
tissue transglutaminase (Homo sapiens)	protein	tTG	tissue transglutaminase	protein	Homo sapiens
Toll-like receptor 1 (Homo sapiens)	protein	TLR1	Toll-like receptor 1	protein	Homo sapiens
toll-like receptor 2 (Ovis aries)	protein		toll-like receptor 2	protein	Ovis aries
topoisomerase (DNA) III alpha (Homo sapiens)	protein		topoisomerase (DNA) III alpha	protein	Homo sapiens
tousled-like kinase 1 (Homo sapiens)	protein	serine/threonine-protein kinase tousled-like 1	tousled-like kinase 1	protein	Homo sapiens
Tpr protein K (Treponema pallidum)	protein		Tpr protein K	protein	Treponema pallidum
Trans-activator protein BZLF1 (Human gammaherpesvirus 4)	protein	EB1|Zebra	Trans-activator protein BZLF1	protein	Human gammaherpesvirus 4
Trans-sialidase (Trypanosoma cruzi)	protein	TS	Trans-sialidase	protein	Trypanosoma cruzi
Transcript termination protein A18 (Vaccinia virus)	protein	56 kDa abortive late protein	Transcript termination protein A18	protein	Vaccinia virus
transcription factor (Porcine endogenous retrovirus)	protein		transcription factor	protein	Porcine endogenous retrovirus
transcription factor 4 (Mus musculus)	protein		transcription factor 4	protein	Mus musculus
Transcription factor 7 (Mus musculus)	protein		Transcription factor 7	protein	Mus musculus
transcription initiation factor TFIID (Homo sapiens)	protein	TFIID	transcription initiation factor TFIID	protein	Homo sapiens
Transcription-repair coupling factor (Coxiella burnetii)	protein		Transcription-repair coupling factor	protein	Coxiella burnetii
transcriptional regulator (Haemophilus influenzae)	protein		transcriptional regulator	protein	Haemophilus influenzae
transducin-like protein (Homo sapiens)	protein		transducin-like protein	protein	Homo sapiens
transferrin receptor protein 1 (Homo sapiens)	protein		transferrin receptor protein 1	protein	Homo sapiens
Transgelin-2 (Mus musculus)	protein	SM22-beta	Transgelin-2	protein	Mus musculus
translocon-associated protein (Homo sapiens)	protein		translocon-associated protein	protein	Homo sapiens
transmembrane envelope protein (Porcine endogenous retrovirus)	protein	envelope glycoprotein	transmembrane envelope protein	protein	Porcine endogenous retrovirus
Transmembrane protein 132A (Homo sapiens)	protein	HSPA5-binding protein 1	Transmembrane protein 132A	protein	Homo sapiens
transmembrane protein 16H, isoform CRA_b (Homo sapiens)	protein		transmembrane protein 16H, isoform CRA_b	protein	Homo sapiens
transmembrane protein vezatin (Homo sapiens)	protein		transmembrane protein vezatin	protein	Homo sapiens
Transposon Ty1 (Saccharomyces cerevisiae)	protein		Transposon Ty1	protein	Saccharomyces cerevisiae
Transthyretin (Homo sapiens)	protein		Transthyretin	protein	Homo sapiens
triadin (Homo sapiens)	protein		triadin	protein	Homo sapiens
Trigger factor (Coxiella burnetii)	protein	PPIase|TF	Trigger factor	protein	Coxiella burnetii
tripeptidyl-peptidase 2 (Gallus gallus)	protein		tripeptidyl-peptidase 2	protein	Gallus gallus
tropomyosin (Crassostrea gigas)	protein	Cra g 1	tropomyosin	protein	Crassostrea gigas
tropomyosin (Penaeus indicus)	protein		tropomyosin	protein	Penaeus indicus
troponin T cardiac (Carassius auratus)	protein		troponin T cardiac	protein	Carassius auratus
troponin T cardiac (Melospiza melodia)	protein		troponin T cardiac	protein	Melospiza melodia
Truncated secreted TNF-receptor-like protein A53R (Vaccinia virus)	protein		Truncated secreted TNF-receptor-like protein A53R	protein	Vaccinia virus
trypomastigote small surface antigen (Trypanosoma cruzi)	protein		trypomastigote small surface antigen	protein	Trypanosoma cruzi
Ts-32K protein precursor (Theileria sergenti)	protein		Ts-32K protein precursor	protein	Theileria sergenti
tubulin (Mus musculus)	protein		tubulin	protein	Mus musculus
Tubulin beta chain (Homo sapiens)	protein	Tubulin beta-5 chain	Tubulin beta chain	protein	Homo sapiens
two component system histidine kinase (Coxiella burnetii)	protein		two component system histidine kinase	protein	Coxiella burnetii
type I restriction enzyme restriction subunit (Nitrococcus mobilis)	protein		type I restriction enzyme restriction subunit	protein	Nitrococcus mobilis
type VII secretion protein EsxH (Mycobacterium tuberculosis)	protein		type VII secretion protein EsxH	protein	Mycobacterium tuberculosis
Tyrosinase (Homo sapiens)	protein	LB24-AB|Monophenol monooxygenase|SK29-AB|Tumor rejection antigen AB	Tyrosinase	protein	Homo sapiens
Tyrosine-protein kinase ABL1 (Homo sapiens)	protein	Abelson murine leukemia viral oncogene homolog 1|Abelson tyrosine-protein kinase 1|Proto-oncogene c-Abl|p150	Tyrosine-protein kinase ABL1	protein	Homo sapiens
Tyrosine-protein kinase ABL2 (Homo sapiens)	protein		Tyrosine-protein kinase ABL2	protein	Homo sapiens
tyrosine-protein kinase Lyn isoform B (Homo sapiens)	protein		tyrosine-protein kinase Lyn isoform B	protein	Homo sapiens
Tyrosine-protein phosphatase non-receptor type 11 (Homo sapiens)	protein	PTP-1D|PTP-2C|Protein-tyrosine phosphatase 1D|Protein-tyrosine phosphatase 2C|SH-PTP2|SH-PTP3|SHP-2|Shp2	Tyrosine-protein phosphatase non-receptor type 11	protein	Homo sapiens
U1 small nuclear ribonucleoprotein 70 kDa (Homo sapiens)	protein	U1 snRNP 70 kDa|U1-70K|snRNP70	U1 small nuclear ribonucleoprotein 70 kDa	protein	Homo sapiens
U1 small nuclear ribonucleoprotein A (Homo sapiens)	protein	U1 snRNP A|U1-A|U1A	U1 small nuclear ribonucleoprotein A	protein	Homo sapiens
ubiquinone-binding neoepitope protein (Homo sapiens)	protein	UQCRB	ubiquinone-binding neoepitope protein	protein	Homo sapiens
ubiquitin carboxyl-terminal hydrolase 47 (Mus musculus)	protein		ubiquitin carboxyl-terminal hydrolase 47	protein	Mus musculus
Ubiquitin carboxyl-terminal hydrolase 8 (Mus musculus)	protein	Deubiquitinating enzyme 8|Ubiquitin isopeptidase Y|Ubiquitin thioesterase 8|Ubiquitin-specific-processing protease 8|mUBPy	Ubiquitin carboxyl-terminal hydrolase 8	protein	Mus musculus
ubiquitin-associated domain-containing protein 2 (Homo sapiens)	protein		ubiquitin-associated domain-containing protein 2	protein	Homo sapiens
ubiquitin-conjugating enzyme E2 (Plasmodium berghei)	protein		ubiquitin-conjugating enzyme E2	protein	Plasmodium berghei
ubiquitin-like protein (Plasmodium berghei)	protein		ubiquitin-like protein	protein	Plasmodium berghei
UDP-glucose 4-epimerase (Coxiella burnetii)	protein		UDP-glucose 4-epimerase	protein	Coxiella burnetii
UL39 (Human alphaherpesvirus 1)	protein		UL39	protein	Human alphaherpesvirus 1
UL40 (Human alphaherpesvirus 1)	protein		UL40	protein	Human alphaherpesvirus 1
UL40 (Human alphaherpesvirus 2)	protein		UL40	protein	Human alphaherpesvirus 2
Uncharacterized PPE family protein PPE19 (Mycobacterium tuberculosis)	protein		Uncharacterized PPE family protein PPE19	protein	Mycobacterium tuberculosis
Uncharacterized protein (Onchocerca volvulus)	protein		Uncharacterized protein	protein	Onchocerca volvulus
Uncharacterized protein 14 (Severe acute respiratory syndrome-related coronavirus)	protein		Uncharacterized protein 14	protein	Severe acute respiratory syndrome-related coronavirus
Uncharacterized protein G6 (Vaccinia virus)	protein		Uncharacterized protein G6	protein	Vaccinia virus
Uncharacterized protein KIAA0754 (Homo sapiens)	protein		Uncharacterized protein KIAA0754	protein	Homo sapiens
uncharacterized protein LOC285556 isoform X1 (Homo sapiens)	protein		uncharacterized protein LOC285556 isoform X1	protein	Homo sapiens
Uncharacterized protein MAL13P1.304 (Plasmodium falciparum)	protein		Uncharacterized protein MAL13P1.304	protein	Plasmodium falciparum
unknown protein (Dermatophagoides)	protein		unknown protein	protein	Dermatophagoides
unknown protein eluted from chicken MHC allele (unidentified)	protein		unknown protein eluted from chicken MHC allele	protein	unidentified
unknown protein eluted from dog MHC allele (unidentified)	protein		unknown protein eluted from dog MHC allele	protein	unidentified
unknown protein eluted from horse MHC allele (unidentified)	protein		unknown protein eluted from horse MHC allele	protein	unidentified
unknown protein eluted from human MHC allele (unidentified)	protein		unknown protein eluted from human MHC allele	protein	unidentified
unknown protein eluted from mouse MHC allele (unidentified)	protein		unknown protein eluted from mouse MHC allele	protein	unidentified
unknown Timothy grass protein (Phleum pratense)	protein		unknown Timothy grass protein	protein	Phleum pratense
URG11 (Homo sapiens)	protein		URG11	protein	Homo sapiens
Uridine-cytidine kinase-like 1 (Homo sapiens)	protein		Uridine-cytidine kinase-like 1	protein	Homo sapiens
urotensin II (Neogobius melanostomus)	protein		urotensin II	protein	Neogobius melanostomus
US22 family homolog (Murid betaherpesvirus 1)	protein	MuHV1_gpm139	US22 family homolog	protein	Murid betaherpesvirus 1
V_segment translation product (Homo sapiens)	protein		V_segment translation product	protein	Homo sapiens
valine tRNA ligase (Salmonella enterica)	protein		valine tRNA ligase	protein	Salmonella enterica
Variant surface glycoprotein (Trypanosoma brucei)	protein		Variant surface glycoprotein	protein	Trypanosoma brucei
Vascular endothelial growth factor B (Homo sapiens)	protein	VEGF-B|VEGF-related factor|VRF	Vascular endothelial growth factor B	protein	Homo sapiens
venom (Dermatophagoides)	protein		venom	protein	Dermatophagoides
vesicle transport protein (Plasmodium berghei)	protein		vesicle transport protein	protein	Plasmodium berghei
Vicilin-like protein (Anacardium occidentale)	protein		Vicilin-like protein	protein	Anacardium occidentale
vimentin (Homo sapiens)	protein		vimentin	protein	Homo sapiens
viral cyclin homolog (Human gammaherpesvirus 8)	protein	v-cyclin	viral cyclin homolog	protein	Human gammaherpesvirus 8
Viral late gene transcription factor 2 (Vaccinia virus)	protein	Trans-activator protein A1|VLTF-2	Viral late gene transcription factor 2	protein	Vaccinia virus
Viral late gene transcription factor 3 (Vaccinia virus)	protein	Trans-activator protein A2|VLTF-3	Viral late gene transcription factor 3	protein	Vaccinia virus
Viral transcription factor IE2 (Human betaherpesvirus 5)	protein	IE2|Protein UL122	Viral transcription factor IE2	protein	Human betaherpesvirus 5
Virion membrane protein A13 (Vaccinia virus)	protein	Protein P8	Virion membrane protein A13	protein	Vaccinia virus
Virion membrane protein A17 precursor (Vaccinia virus)	protein	23 kDa late protein	Virion membrane protein A17 precursor	protein	Vaccinia virus
Virion membrane protein A21 (Vaccinia virus)	protein		Virion membrane protein A21	protein	Vaccinia virus
vitellogenin (Dermatophagoides)	protein		vitellogenin	protein	Dermatophagoides
VkIII myeloma protein Gun (Homo sapiens)	protein	Gun	VkIII myeloma protein Gun	protein	Homo sapiens
VlsE (Borreliella afzelii)	protein		VlsE	protein	Borreliella afzelii
voltage-dependent anion-selective channel protein (Mus musculus)	protein	VDAC	voltage-dependent anion-selective channel protein	protein	Mus musculus
voltage-gated potassium channel subunit beta-2 (Homo sapiens)	protein		voltage-gated potassium channel subunit beta-2	protein	Homo sapiens
von Willebrand factor-cleaving protease precursor (Homo sapiens)	protein		von Willebrand factor-cleaving protease precursor	protein	Homo sapiens
VP1 capsid protein (Human parvovirus)	protein		VP1 capsid protein	protein	Human parvovirus
WD repeat-containing protein BING4 (Homo sapiens)	protein		WD repeat-containing protein BING4	protein	Homo sapiens
Werner syndrome ATP-dependent helicase (Homo sapiens)	protein		Werner syndrome ATP-dependent helicase	protein	Homo sapiens
zinc finger protein (Homo sapiens)	protein		zinc finger protein	protein	Homo sapiens
zinc finger protein 36, C3H1 type-like 2 (Homo sapiens)	protein		zinc finger protein 36, C3H1 type-like 2	protein	Homo sapiens
Zinc finger protein 40 (Mus musculus)	protein	Alpha A-CRYBP1|Alpha A-crystallin-binding protein 1|Alpha A-crystallin-binding protein I|Transcription factor alphaA-CRYBP1	Zinc finger protein 40	protein	Mus musculus
zinc finger protein 638 isoform X5 (Homo sapiens)	protein		zinc finger protein 638 isoform X5	protein	Homo sapiens
zinc finger transcription factor (Plasmodium berghei)	protein		zinc finger transcription factor	protein	Plasmodium berghei
zinc transporter 8 (Homo sapiens)	protein		zinc transporter 8	protein	Homo sapiens
Zn-dependent protease (Salmonella enterica)	protein		Zn-dependent protease	protein	Salmonella enterica
zona pellucida sperm-binding protein (Sus scrofa)	protein		zona pellucida sperm-binding protein	protein	Sus scrofa
